#chr1	x1	x2	chr2	y1	y2	P_val
chr9	98305000	98330000	chr9	98730000	98820000	1.22846326126888e-06
chr9	98835000	98870000	chr9	98935000	99060000	1.9344680929178412e-06
chr9	99800000	99845000	chr9	99940000	100060000	2.5162698117019994e-11
chr9	100005000	100050000	chr9	100175000	100300000	1.9634134907164472e-05
chr9	100680000	100735000	chr9	101215000	101360000	8.709745128199697e-06
chr9	104755000	104800000	chr9	105390000	105590000	2.7715728398621983e-14
chr9	105580000	105595000	chr9	105740000	105805000	0.00039796445227645815
chr9	109555000	109600000	chr9	109780000	109880000	0.007085122499789952
chr9	109885000	109930000	chr9	110020000	110205000	5.275485664169333e-44
chr9	110620000	110645000	chr9	111275000	111360000	6.843439479184612e-05
chr9	111735000	111780000	chr9	112025000	112150000	2.395165538842523e-06
chr9	113425000	113470000	chr9	113560000	113685000	5.0889298314303545e-09
chr9	115575000	115610000	chr9	116585000	116675000	0.001990464918737237
chr9	120735000	120770000	chr9	120980000	121200000	2.814553022350001e-06
chr9	123520000	123565000	chr9	123950000	124080000	9.126573178263821e-06
chr9	124110000	124155000	chr9	124200000	124370000	7.549499570258463e-36
chr9	124605000	124640000	chr9	124665000	124760000	3.750915786725984e-15
chr9	126910000	126965000	chr9	127165000	127460000	2.8338994010830826e-08
chr9	127190000	127235000	chr9	127370000	127485000	0.01293026359200186
chr9	127915000	127960000	chr9	128040000	128150000	1.3086865586091255e-09
chr9	129625000	129660000	chr9	129760000	129865000	3.240855978983265e-08
chr9	130440000	130485000	chr9	130610000	130725000	4.795014845553793e-11
chr9	131150000	131205000	chr9	131260000	131385000	5.319245489680643e-06
chr9	131730000	131775000	chr9	132240000	132340000	0.0005192500978292727
chr9	133765000	133800000	chr9	133950000	134055000	3.7370626079978886e-13
chr9	136465000	136510000	chr9	136615000	136710000	4.266783666840588e-05
chr9	136770000	136825000	chr9	136960000	137110000	7.803299749910406e-15
chr9	137270000	137305000	chr9	137410000	137575000	5.39360858714872e-10
chr9	137655000	137690000	chr9	137755000	137850000	0.0001156075268850441
chr9	800000	905000	chr9	985000	1020000	0.0009278463000810875
chr9	5405000	5520000	chr9	5570000	5615000	1.7743309231133355e-17
chr9	9555000	9655000	chr9	9765000	9810000	0.009660276363908133
chr9	14420000	14625000	chr9	14750000	14785000	1.514558351921579e-08
chr9	15820000	15915000	chr9	16115000	16150000	0.016063057220515053
chr9	18985000	19115000	chr9	19435000	19480000	1.1515084654220748e-07
chr9	20330000	20440000	chr9	20595000	20640000	2.1681806443598983e-06
chr9	20330000	20425000	chr9	20915000	20960000	0.0294208342036529
chr9	20835000	21000000	chr9	21090000	21125000	2.9424459739446373e-09
chr9	21135000	21260000	chr9	21775000	21820000	1.0771081226615438e-06
chr9	26680000	26775000	chr9	26840000	26885000	0.008206998047286848
chr9	27285000	27410000	chr9	27515000	27560000	1.3613836981051107e-19
chr9	32330000	32445000	chr9	32555000	32600000	2.7639717212955917e-14
chr9	32550000	32635000	chr9	32950000	32975000	9.269561710117114e-09
chr9	33045000	33150000	chr9	33200000	33235000	8.769847791214418e-16
chr9	33570000	33665000	chr9	33700000	33745000	6.813091851150894e-06
chr9	34360000	34475000	chr9	34570000	34615000	7.433849160841002e-10
chr9	35725000	35835000	chr9	35865000	35910000	2.337325902393518e-06
chr9	36180000	36275000	chr9	36310000	36355000	7.820201391031941e-05
chr9	36360000	36495000	chr9	36530000	36575000	1.362888651889614e-36
chr9	37885000	37980000	chr9	38050000	38085000	8.753311229182579e-08
chr9	68550000	68635000	chr9	68670000	68705000	1.7044887963617558e-08
chr9	68530000	68685000	chr9	68970000	69025000	5.7061053677673586e-11
chr9	69015000	69120000	chr9	69165000	69210000	6.162286514617307e-06
chr9	69935000	70010000	chr9	70100000	70125000	0.021413644604838473
chr9	71985000	72090000	chr9	72250000	72295000	0.026103965120882745
chr9	72255000	72380000	chr9	72575000	72620000	2.4356718136509746e-14
chr9	73035000	73130000	chr9	73165000	73210000	0.00029559241310896616
chr9	76730000	76860000	chr9	76975000	77030000	1.4634915711291361e-05
chr9	83305000	83390000	chr9	83525000	83560000	0.0001278465556465018
chr9	86370000	86485000	chr9	87305000	87350000	0.0006269246460232071
chr9	87315000	87400000	chr9	87645000	87680000	5.899680063080621e-05
chr9	88560000	88655000	chr9	88980000	89015000	0.0012524174435574915
chr9	89285000	89435000	chr9	89530000	89575000	4.295554214919956e-25
chr9	89560000	89630000	chr9	90095000	90110000	7.708724534369736e-14
chr9	90115000	90240000	chr9	90740000	90775000	4.5912872807036885e-07
chr9	90560000	90795000	chr9	90850000	90885000	2.8362448893251465e-18
chr9	92125000	92370000	chr9	92610000	92655000	5.076967358320001e-10
chr9	93100000	93210000	chr9	93285000	93340000	0.006655002261973755
chr9	93995000	94135000	chr9	94195000	94230000	3.571293700834508e-23
chr9	94635000	94725000	chr9	95110000	95145000	7.157828739519805e-05
chr9	97360000	97535000	chr9	97580000	97635000	5.106380771698756e-51
chr9	97870000	98120000	chr9	98240000	98285000	9.6175981670425e-07
chr9	98260000	98360000	chr9	98760000	98805000	0.0003413010753874185
chr9	98930000	99045000	chr9	99120000	99165000	1.989522755679455e-05
chr9	99160000	99265000	chr9	99800000	99835000	2.2628535263280237e-05
chr9	99135000	99245000	chr9	99990000	100035000	0.0037065148270220703
chr9	99975000	100110000	chr9	100195000	100240000	4.2044936473432394e-11
chr9	104745000	105245000	chr9	105385000	105430000	1.3719834510577608e-16
chr9	105560000	105650000	chr9	105700000	105725000	3.157808602550301e-11
chr9	109875000	109980000	chr9	110040000	110075000	7.138972846816626e-15
chr9	109840000	109955000	chr9	110130000	110175000	1.5200984798621967e-06
chr9	110590000	110710000	chr9	111275000	111320000	2.525564336284011e-05
chr9	111720000	111865000	chr9	112055000	112100000	5.103547635153826e-16
chr9	112050000	112160000	chr9	112340000	112395000	9.36744243692351e-06
chr9	112340000	112450000	chr9	112780000	112835000	0.01015009010828497
chr9	113415000	113510000	chr9	113570000	113595000	1.4256924152133046e-06
chr9	113220000	113490000	chr9	113635000	113680000	1.1732132586522764e-11
chr9	114025000	114170000	chr9	114275000	114320000	1.932556490513568e-09
chr9	114385000	114495000	chr9	114630000	114675000	0.0012677692728907176
chr9	114635000	114775000	chr9	114990000	115035000	5.90065551700589e-27
chr9	114980000	115120000	chr9	115500000	115545000	0.0010043007084943063
chr9	116125000	116215000	chr9	116555000	116590000	0.049790146458954326
chr9	121545000	121775000	chr9	121965000	122010000	1.184567637361052e-12
chr9	122070000	122180000	chr9	122330000	122365000	2.505602963002423e-23
chr9	122275000	122515000	chr9	122790000	122835000	2.4860780091004806e-18
chr9	122825000	122925000	chr9	122975000	123010000	4.253096643275801e-06
chr9	123040000	123170000	chr9	123330000	123365000	1.7236889559281473e-17
chr9	124560000	124655000	chr9	124705000	124720000	8.397710169784092e-09
chr9	124875000	124985000	chr9	125125000	125170000	3.3840690664752686e-05
chr9	124695000	124870000	chr9	125355000	125400000	9.312738299381388e-07
chr9	126870000	127000000	chr9	127180000	127225000	6.512819004778639e-22
chr9	129070000	129205000	chr9	129595000	129640000	1.404972904591128e-43
chr9	129600000	129725000	chr9	129765000	129800000	1.0432086629188778e-22
chr9	130680000	130755000	chr9	130855000	130880000	4.036465201239326e-09
chr9	131020000	131220000	chr9	131310000	131355000	4.164733691767747e-13
chr9	131295000	131670000	chr9	131720000	131765000	2.817986706860611e-72
chr9	131730000	131845000	chr9	132200000	132255000	1.2598693581127198e-10
chr9	132400000	132485000	chr9	132560000	132595000	0.0015890100097780428
chr9	133160000	133400000	chr9	133465000	133510000	0.023845976130330244
chr9	133485000	133585000	chr9	133705000	133750000	0.0011013117265003217
chr9	133735000	133850000	chr9	133975000	134010000	8.096613755124047e-24
chr9	135920000	136015000	chr9	136105000	136140000	0.0002552235602586401
chr9	136455000	136575000	chr9	136605000	136650000	6.375801736900983e-23
chr9	136755000	136845000	chr9	137010000	137045000	3.8137476396142435e-05
chr9	137025000	137165000	chr9	137220000	137245000	2.1148256579401468e-35
chr9	137265000	137355000	chr9	137385000	137420000	6.277719769587349e-21
chr10	2910000	2955000	chr10	2985000	3095000	6.113559202763722e-07
chr10	5420000	5465000	chr10	5575000	5695000	5.569999223764463e-10
chr10	6900000	6945000	chr10	7345000	7500000	1.2134104106576756e-05
chr10	7505000	7550000	chr10	7675000	7840000	6.8007300989455425e-06
chr10	7855000	7890000	chr10	9175000	9300000	0.00019655636011223546
chr10	11495000	11540000	chr10	11665000	11805000	3.313257174501653e-49
chr10	12240000	12285000	chr10	12615000	12720000	2.1768963923831032e-05
chr10	17580000	17625000	chr10	17720000	17850000	2.2036328115627484e-07
chr10	21260000	21295000	chr10	21430000	21535000	3.2333855296499705e-05
chr10	21980000	22025000	chr10	22220000	22650000	7.235691368481475e-45
chr10	23145000	23190000	chr10	23250000	23345000	0.005113821909576027
chr10	23300000	23335000	chr10	23460000	23570000	3.98480752019189e-13
chr10	23970000	24025000	chr10	24460000	24600000	1.0490374889850334e-10
chr10	24625000	24670000	chr10	24930000	25075000	3.75410501692182e-08
chr10	26315000	26350000	chr10	26515000	26660000	1.3295677417003364e-13
chr10	26720000	26755000	chr10	26815000	26900000	1.1068984589817795e-11
chr10	29365000	29400000	chr10	29460000	29545000	0.013089714192796106
chr10	29975000	30020000	chr10	30235000	30350000	0.0027061444979340067
chr10	30380000	30425000	chr10	30505000	30630000	6.951447657736708e-38
chr10	31855000	31890000	chr10	31925000	32030000	6.784553106507511e-07
chr10	32770000	32825000	chr10	32980000	33090000	0.0007275465690101443
chr10	33560000	33565000	chr10	37235000	37305000	0.006156769561187053
chr10	34510000	34545000	chr10	34585000	34675000	1.6013594197166407e-07
chr10	35225000	35260000	chr10	35525000	35620000	0.003816890023812681
chr10	37950000	38005000	chr10	38335000	38445000	0.017833120503571553
chr10	42170000	42215000	chr10	43030000	43150000	1.638249558094738e-05
chr10	45005000	45030000	chr10	45180000	45260000	0.00020693464553675787
chr10	45225000	45270000	chr10	45715000	46095000	5.068844656697391e-09
chr10	45450000	45485000	chr10	45600000	45745000	6.847128669115365e-11
chr10	48335000	48380000	chr10	48565000	48700000	0.0005651126355136962
chr10	48540000	48565000	chr10	48605000	48700000	6.926363271062537e-09
chr10	49580000	49615000	chr10	50170000	50285000	2.6543710899711046e-05
chr10	52290000	52335000	chr10	52475000	52580000	0.009987491545213542
chr10	58155000	58200000	chr10	58290000	58475000	4.744993663203709e-06
chr10	58925000	58970000	chr10	59165000	59310000	5.202349556751048e-22
chr10	59605000	59650000	chr10	60005000	60115000	0.004935144153085542
chr10	61880000	61925000	chr10	62010000	62145000	0.00018952467169144926
chr10	62580000	62625000	chr10	62795000	62925000	1.9995258181384796e-10
chr10	63145000	63190000	chr10	63665000	63765000	0.00021085667648188872
chr10	68200000	68235000	chr10	68270000	68355000	0.00016587452469319998
chr10	68985000	69020000	chr10	69055000	69175000	1.354462468876044e-23
chr10	69215000	69260000	chr10	69325000	69450000	4.3204224213441746e-16
chr10	69500000	69535000	chr10	69625000	69710000	0.006663460567125092
chr10	70200000	70255000	chr10	70320000	70430000	7.306218340433372e-09
chr10	70530000	70575000	chr10	70685000	70835000	2.7728552353535947e-17
chr10	70890000	70945000	chr10	70945000	71335000	1.7513786569006704e-21
chr10	71295000	71340000	chr10	71530000	71750000	7.774048440822485e-12
chr10	72105000	72150000	chr10	72260000	72360000	6.809654683424442e-05
chr10	73240000	73275000	chr10	73365000	73455000	0.02639962235220538
chr10	73515000	73550000	chr10	73590000	73710000	7.192133654672709e-23
chr10	74240000	74285000	chr10	74980000	75135000	7.326801860197931e-22
chr10	77145000	77190000	chr10	77610000	77805000	1.7431346487819778e-17
chr10	78015000	78070000	chr10	79145000	79270000	4.7261596012261294e-05
chr10	79785000	79790000	chr10	79895000	79950000	0.002970105980490946
chr10	80120000	80155000	chr10	80205000	80290000	5.397613791291842e-07
chr10	82775000	82830000	chr10	82930000	83035000	0.027801038516891346
chr10	84245000	84290000	chr10	84490000	84595000	6.525366918187534e-05
chr10	86375000	86420000	chr10	86505000	86635000	1.2571977425807543e-11
chr10	86680000	86725000	chr10	86855000	86980000	2.1892223626243098e-14
chr10	87525000	87530000	chr10	87730000	87800000	3.194107862396064e-07
chr10	87840000	87885000	chr10	88080000	88280000	0.00013953689058293246
chr10	88810000	88855000	chr10	88915000	89070000	1.0565364732343024e-12
chr10	89015000	89050000	chr10	89155000	89255000	3.667032157571363e-12
chr10	89410000	89445000	chr10	89540000	89640000	0.0010798572571361032
chr10	89770000	89815000	chr10	90780000	90895000	0.00033190620670010346
chr10	89940000	89965000	chr10	90095000	90180000	0.001657220558348627
chr10	90890000	90935000	chr10	91190000	91315000	7.532325385650117e-11
chr10	90990000	91025000	chr10	91180000	91285000	1.8404870727667585e-07
chr10	92070000	92115000	chr10	92225000	92385000	7.486709122127337e-13
chr10	93050000	93095000	chr10	93280000	93390000	3.1173803731473495e-09
chr10	93350000	93395000	chr10	93440000	93565000	8.42420419418225e-13
chr10	93540000	93575000	chr10	93805000	93890000	0.0007783994175699795
chr10	94605000	94640000	chr10	95185000	95275000	0.00015906872883052965
chr10	95675000	95720000	chr10	95795000	95915000	7.047475990452759e-19
chr10	96000000	96035000	chr10	96290000	96395000	1.8599871901148424e-09
chr10	96375000	96420000	chr10	96450000	96575000	3.001554930464758e-12
chr10	96620000	96665000	chr10	96735000	96850000	1.969229247661448e-06
chr10	97060000	97095000	chr10	97145000	97260000	5.207842290763026e-15
chr10	101580000	101625000	chr10	101710000	101840000	5.894180015735072e-20
chr10	101815000	101870000	chr10	101990000	102140000	1.7115071742246553e-30
chr10	102160000	102175000	chr10	102355000	102440000	1.3393368760440244e-07
chr10	102205000	102260000	chr10	102305000	102430000	5.913130371604532e-07
chr10	102895000	102940000	chr10	103020000	103125000	3.198134160559534e-06
chr10	103075000	103120000	chr10	103185000	103280000	0.00011175164261305704
chr10	103685000	103730000	chr10	103825000	103995000	1.3111576093829468e-14
chr10	103865000	103910000	chr10	104140000	104240000	0.022072641757996107
chr10	110110000	110155000	chr10	110215000	110330000	1.1969261523299923e-13
chr10	110285000	110330000	chr10	110505000	110650000	1.7939978502341087e-45
chr10	113775000	113820000	chr10	114070000	114165000	0.0002573953600187214
chr10	114280000	114325000	chr10	114400000	114515000	8.815932501320394e-07
chr10	114530000	114575000	chr10	114715000	114815000	0.012498967812109381
chr10	114845000	114900000	chr10	115075000	115180000	0.015243498427789924
chr10	116780000	116825000	chr10	117110000	117210000	0.00024483661961352413
chr10	117205000	117240000	chr10	117405000	117510000	7.097702515964164e-06
chr10	119180000	119225000	chr10	119375000	119520000	1.56487970610628e-16
chr10	120915000	120960000	chr10	121670000	121790000	1.7930912193774686e-06
chr10	123110000	123155000	chr10	123500000	123595000	6.796417332960636e-06
chr10	124510000	124555000	chr10	124705000	124890000	3.051099250073796e-21
chr10	130165000	130210000	chr10	131835000	131930000	0.0012773420607246808
chr10	131870000	131915000	chr10	131960000	132080000	4.050927818564594e-16
chr10	132205000	132240000	chr10	132370000	132470000	0.0013086260753280598
chr10	133410000	133455000	chr10	133515000	133665000	6.226634142743243e-07
chr10	3180000	3245000	chr10	4765000	4770000	1.7044002113217016e-06
chr10	5395000	5500000	chr10	5600000	5645000	1.0587017797309118e-05
chr10	6050000	6280000	chr10	6360000	6415000	2.0330814542864404e-27
chr10	6380000	6480000	chr10	6655000	6700000	0.002293876566247836
chr10	7825000	7915000	chr10	9195000	9230000	0.002006974964563885
chr10	11055000	11170000	chr10	11250000	11295000	1.8942451056551005e-07
chr10	11255000	11360000	chr10	11450000	11485000	0.0028530332396385343
chr10	11360000	11605000	chr10	11705000	11770000	1.6282902343940693e-20
chr10	13585000	13730000	chr10	13755000	13800000	3.963752884788378e-30
chr10	14475000	14640000	chr10	14805000	14860000	1.4262813060304385e-15
chr10	14875000	15020000	chr10	15080000	15135000	8.435122438938075e-08
chr10	16800000	17100000	chr10	17225000	17270000	3.476102191982722e-20
chr10	17560000	17665000	chr10	17710000	17755000	2.3494694253952347e-08
chr10	21470000	21565000	chr10	21710000	21755000	0.00022295899552621126
chr10	22490000	22635000	chr10	22965000	23010000	4.986617243015091e-13
chr10	24545000	24650000	chr10	25060000	25105000	4.801681913404556e-06
chr10	26645000	26790000	chr10	26840000	26895000	4.652276438170673e-50
chr10	27135000	27275000	chr10	27335000	27380000	7.963345196340846e-10
chr10	28185000	28325000	chr10	28360000	28405000	3.096244427082522e-20
chr10	28615000	28720000	chr10	29275000	29330000	0.021222473362006528
chr10	30340000	30395000	chr10	30585000	30590000	1.0638855050541253e-07
chr10	30640000	30765000	chr10	31790000	31835000	2.748663601476105e-05
chr10	32740000	32890000	chr10	32985000	33030000	1.6424154009313435e-14
chr10	35045000	35165000	chr10	35180000	35235000	1.1346362300389702e-17
chr10	37945000	38040000	chr10	38075000	38120000	2.9686112620839317e-07
chr10	41765000	41895000	chr10	42055000	42090000	0.00020999125114021426
chr10	42785000	42870000	chr10	43085000	43120000	0.01860421707823003
chr10	43075000	43400000	chr10	43440000	43485000	1.3261945512278108e-34
chr10	46995000	47090000	chr10	47300000	47325000	3.512226448889244e-09
chr10	46320000	46400000	chr10	48000000	48015000	5.065949889411157e-07
chr10	50390000	50560000	chr10	50600000	50625000	8.642759932982179e-10
chr10	58140000	58235000	chr10	58265000	58310000	4.183583748135329e-06
chr10	60090000	60265000	chr10	60415000	60460000	1.0258228782492971e-07
chr10	61790000	62095000	chr10	62225000	62270000	1.3352577439567178e-13
chr10	62575000	62680000	chr10	62800000	62835000	9.940836603293328e-14
chr10	63145000	63260000	chr10	63610000	63645000	2.5633459640108817e-10
chr10	63105000	63215000	chr10	63700000	63745000	4.740280263803364e-07
chr10	68160000	68250000	chr10	68285000	68320000	7.77417788734084e-05
chr10	68960000	69050000	chr10	69075000	69110000	9.190212181682998e-16
chr10	69090000	69255000	chr10	69380000	69425000	4.194245891488288e-09
chr10	69485000	69580000	chr10	69610000	69655000	1.077115608330117e-06
chr10	70160000	70300000	chr10	70340000	70385000	4.953388057062397e-34
chr10	70510000	70600000	chr10	70745000	70780000	0.028906420568412868
chr10	70900000	70975000	chr10	71190000	71215000	0.008394553516931715
chr10	71875000	71975000	chr10	72030000	72065000	5.445407174506331e-10
chr10	71895000	72220000	chr10	72320000	72365000	3.031601195278389e-28
chr10	73810000	73915000	chr10	74075000	74130000	0.000539104397354046
chr10	74715000	74805000	chr10	75010000	75035000	0.0009065615618330688
chr10	77140000	77260000	chr10	77620000	77665000	2.2188432801019147e-06
chr10	84205000	84415000	chr10	84515000	84560000	6.416230558094443e-19
chr10	86660000	86765000	chr10	86880000	86915000	3.1418374679466624e-15
chr10	87830000	87930000	chr10	88365000	88410000	0.0012481409352264484
chr10	88800000	89090000	chr10	89190000	89235000	1.4053947853322502e-41
chr10	89385000	89500000	chr10	89540000	89595000	0.00013701745782802036
chr10	90855000	91060000	chr10	91235000	91270000	1.8721950682208606e-23
chr10	92015000	92110000	chr10	92415000	92450000	5.532196082635989e-10
chr10	93065000	93150000	chr10	93270000	93295000	3.1254402247358006e-11
chr10	92855000	92980000	chr10	93330000	93385000	0.010059655769250005
chr10	93340000	93430000	chr10	93465000	93500000	1.4733739796826718e-08
chr10	94250000	94365000	chr10	94420000	94465000	2.5331143145725832e-06
chr10	95130000	95305000	chr10	95340000	95385000	2.0954072268453945e-37
chr10	95340000	95460000	chr10	95580000	95615000	4.3762881661533765e-17
chr10	95645000	95770000	chr10	95820000	95865000	6.36565411044413e-33
chr10	94885000	94940000	chr10	96180000	96185000	0.012598047359965638
chr10	97020000	97120000	chr10	97190000	97225000	1.0768835629326609e-14
chr10	98420000	98525000	chr10	98650000	98685000	3.8908389680500054e-06
chr10	99540000	99645000	chr10	99700000	99725000	5.640232055179811e-05
chr10	99840000	99955000	chr10	100030000	100065000	4.360975686695688e-06
chr10	100510000	100640000	chr10	100850000	100905000	0.0175206467002283
chr10	101005000	101090000	chr10	101125000	101160000	0.00013740948508444566
chr10	101135000	101285000	chr10	101550000	101595000	2.568966333960701e-07
chr10	101535000	101655000	chr10	101760000	101805000	2.6854434928677587e-05
chr10	101805000	101920000	chr10	101990000	102035000	6.560493843707237e-27
chr10	102190000	102285000	chr10	102330000	102365000	9.144094768361357e-09
chr10	102430000	102540000	chr10	102560000	102615000	1.0167838842470684e-07
chr10	102790000	102960000	chr10	103045000	103090000	2.627426920315173e-13
chr10	103020000	103120000	chr10	103225000	103260000	2.618618265449595e-06
chr10	103660000	103780000	chr10	103840000	103885000	4.04623026071287e-13
chr10	110695000	110835000	chr10	110885000	110940000	2.674486726770739e-12
chr10	113720000	113880000	chr10	114085000	114130000	3.8602192018219495e-18
chr10	116630000	116855000	chr10	117155000	117200000	1.1033069733084556e-09
chr10	117440000	117560000	chr10	118215000	118260000	2.5368029827895173e-06
chr10	119585000	119690000	chr10	119840000	119885000	0.0004812073967556895
chr10	122250000	122370000	chr10	122415000	122450000	9.880712111750673e-25
chr10	122975000	123175000	chr10	123540000	123585000	2.3190294578691357e-24
chr10	123535000	123665000	chr10	123950000	123995000	1.1717642133876624e-21
chr10	123945000	124080000	chr10	124370000	124415000	2.824493833890457e-19
chr10	124520000	124635000	chr10	124715000	124770000	1.3709882996734015e-06
chr10	127990000	128075000	chr10	128135000	128170000	0.005119444315819087
chr10	132385000	132550000	chr10	132615000	132660000	4.341754272749049e-22
chr11	550000	605000	chr11	685000	790000	0.0009956249304299552
chr11	1670000	1725000	chr11	1755000	1870000	4.9893605823646566e-06
chr11	2285000	2320000	chr11	2370000	2460000	5.688166563694639e-05
chr11	2520000	2555000	chr11	2825000	2940000	1.4769971796654578e-14
chr11	3470000	3505000	chr11	3530000	3625000	4.781828115128735e-16
chr11	3830000	3875000	chr11	4000000	4115000	2.0890628149505384e-13
chr11	5190000	5215000	chr11	5320000	5420000	4.0396266194246615e-05
chr11	5460000	5495000	chr11	5780000	5865000	0.004362236463386378
chr11	6355000	6400000	chr11	6675000	6790000	0.001307243119146984
chr11	8210000	8245000	chr11	8545000	8630000	1.9917566786896682e-05
chr11	8315000	8350000	chr11	8525000	8610000	0.0003490599378831468
chr11	10185000	10230000	chr11	10265000	10360000	2.1532892300513995e-05
chr11	10395000	10430000	chr11	10570000	10770000	2.6376508183175355e-16
chr11	10770000	10825000	chr11	10865000	11070000	3.370631210636745e-14
chr11	11775000	11810000	chr11	11975000	12070000	0.0007373669331334634
chr11	12030000	12065000	chr11	12225000	12320000	8.162349284860463e-16
chr11	13755000	13800000	chr11	14165000	14275000	4.6268223774067884e-05
chr11	14285000	14330000	chr11	14365000	14510000	2.879332995238119e-15
chr11	15080000	15115000	chr11	15150000	15245000	3.731912926847848e-10
chr11	16925000	16960000	chr11	17005000	17110000	3.04775959998526e-10
chr11	17205000	17240000	chr11	17325000	17415000	0.00043182654483644507
chr11	18515000	18560000	chr11	18650000	18770000	0.0003269362816157471
chr11	19050000	19085000	chr11	19240000	19335000	0.0003229917919949136
chr11	19310000	19325000	chr11	19505000	19575000	2.7684975707189596e-09
chr11	19540000	19585000	chr11	19845000	19955000	0.007137978130669088
chr11	19935000	19970000	chr11	20050000	20165000	3.460685409373343e-15
chr11	20110000	20145000	chr11	20315000	20405000	1.503262555012062e-05
chr11	22150000	22185000	chr11	22255000	22350000	5.652320034008487e-07
chr11	22315000	22360000	chr11	22740000	22880000	4.713634738711217e-09
chr11	24930000	24935000	chr11	25485000	25550000	0.030137558785275576
chr11	25960000	26005000	chr11	26140000	26290000	3.2242139131623527e-07
chr11	27165000	27210000	chr11	27420000	27540000	5.005784855499869e-09
chr11	32030000	32075000	chr11	32110000	32220000	2.430255459225484e-13
chr11	32940000	32985000	chr11	33015000	33140000	6.80405564775655e-14
chr11	33145000	33190000	chr11	33255000	33390000	1.0546254139184914e-15
chr11	33340000	33385000	chr11	33645000	33820000	3.0149256547504107e-30
chr11	33830000	33875000	chr11	33930000	34035000	1.455069972633108e-08
chr11	33975000	34020000	chr11	34100000	34220000	0.0024245999366404383
chr11	34150000	34185000	chr11	34305000	34395000	1.1981266916261384e-07
chr11	34570000	34605000	chr11	34760000	34905000	2.532653273955278e-05
chr11	34900000	34955000	chr11	35315000	35445000	3.7310788333050115e-11
chr11	34985000	35010000	chr11	35150000	35255000	4.676823022521297e-09
chr11	35595000	35630000	chr11	36030000	36175000	3.5385253008235337e-06
chr11	36275000	36320000	chr11	36425000	36575000	1.2735741920038256e-31
chr11	36540000	36595000	chr11	36645000	36790000	5.654619199920112e-10
chr11	44270000	44315000	chr11	44455000	44580000	9.160949617302035e-09
chr11	44915000	44960000	chr11	45045000	45390000	2.3142000964285398e-17
chr11	45090000	45135000	chr11	45265000	45375000	6.614682424309991e-07
chr11	46220000	46265000	chr11	46290000	46400000	2.4329795831967094e-15
chr11	46870000	46915000	chr11	47105000	47200000	5.157148415958673e-08
chr11	56815000	56860000	chr11	57205000	57325000	1.1209054933981073e-08
chr11	57315000	57360000	chr11	57630000	57805000	4.4413081058226666e-06
chr11	59795000	59840000	chr11	60180000	60295000	0.0018547905594409227
chr11	60340000	60385000	chr11	60430000	60540000	1.034896440192555e-12
chr11	61880000	61925000	chr11	62045000	62145000	8.321132942830145e-10
chr11	63455000	63500000	chr11	63580000	63790000	6.039057392322554e-10
chr11	63810000	63865000	chr11	63895000	64010000	1.9856582258921514e-08
chr11	64190000	64215000	chr11	64280000	64360000	0.0007313298975760962
chr11	65355000	65415000	chr11	65440000	65600000	1.2755677677297197e-11
chr11	65695000	65730000	chr11	65775000	65880000	2.931067324278187e-08
chr11	67250000	67295000	chr11	67320000	67425000	2.158533488501667e-08
chr11	67840000	67885000	chr11	67905000	68010000	5.110460430435739e-11
chr11	69070000	69125000	chr11	69590000	69715000	3.357523567523883e-09
chr11	69890000	69935000	chr11	70135000	70245000	9.86115585261271e-07
chr11	71630000	71665000	chr11	71690000	71775000	1.9226520244782837e-08
chr11	72465000	72500000	chr11	72530000	72710000	8.259414836294289e-22
chr11	72705000	72750000	chr11	72775000	72870000	1.7150799131425766e-13
chr11	73945000	73990000	chr11	74045000	74275000	6.331781654594294e-15
chr11	74910000	74965000	chr11	75145000	75290000	2.9960098430301294e-07
chr11	75015000	75040000	chr11	75105000	75260000	7.008308280990453e-19
chr11	75260000	75295000	chr11	75355000	75455000	5.59080964229493e-05
chr11	75415000	75470000	chr11	75485000	75590000	1.2417877948863335e-05
chr11	75880000	75925000	chr11	76075000	76220000	7.185415014902459e-14
chr11	76195000	76230000	chr11	76270000	76360000	2.7258485422589557e-06
chr11	77185000	77210000	chr11	77525000	77610000	7.08372458479766e-05
chr11	78210000	78255000	chr11	78345000	78470000	8.982320961534929e-06
chr11	78400000	78445000	chr11	78500000	78605000	2.6289833389072328e-11
chr11	82880000	82935000	chr11	83095000	83285000	1.2575364452957109e-21
chr11	86010000	86070000	chr11	86105000	86330000	9.81928261768369e-38
chr11	86435000	86480000	chr11	86765000	86875000	0.0011877356604438453
chr11	92925000	92960000	chr11	93155000	93280000	1.6020903331603887e-06
chr11	93215000	93260000	chr11	93555000	93690000	1.591116071504913e-10
chr11	94160000	94215000	chr11	94355000	94495000	0.004442098605520266
chr11	94315000	94340000	chr11	94440000	94515000	0.0006363336654414452
chr11	95130000	95175000	chr11	95680000	95805000	2.0861026891973023e-16
chr11	95810000	95865000	chr11	96345000	96450000	6.29799623245998e-05
chr11	96455000	96480000	chr11	97100000	97190000	0.000534100363221072
chr11	100555000	100600000	chr11	100825000	100975000	7.885654958548881e-16
chr11	102260000	102315000	chr11	102610000	102715000	2.6472323800422068e-06
chr11	103665000	103700000	chr11	104120000	104240000	0.008110320567301996
chr11	107540000	107595000	chr11	107675000	107955000	1.5257460560909933e-12
